Filename	Segment	WC	WPS	Sixltr	Dic	Pronoun	I	We	Self	You	Other	Negate	Assent	Article	Preps	Number	Affect	Posemo	Posfeel	Optim	Negemo	Anx	Anger	Sad	Cogmech	Cause	Insight	Discrep	Inhib	Tentat	Certain	Senses	See	Hear	Feel	Social	Comm	Othref	Friends	Family	Humans	Time	Past	Present	Future	Space	Up	Down	Incl	Excl	Motion	Occup	School	Job	Achieve	Leisure	Home	Sports	TV	Music	Money	Metaph	Relig	Death	Physcal	Body	Sexual	Eating	Sleep	Groom	Swear	Nonfl	Fillers	AllPunc	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP
Sitzung 1 03D04K_03M09T_TalkTurns.docx	37	19	9.50	5.26	57.89	5.26	0.00	5.26	5.26	0.00	0.00	0.00	0.00	10.53	15.79	5.26	5.26	5.26	0.00	0.00	0.00	0.00	0.00	0.00	5.26	0.00	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26	0.00	5.26	0.00	0.00	0.00	0.00	5.26	10.53	0.00	10.53	0.00	0.00	15.79	0.00	0.00	5.26	0.00	0.00	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.53	10.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	38	1	1.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	39	62	12.40	9.68	54.84	3.23	0.00	0.00	0.00	1.61	1.61	0.00	0.00	8.06	8.06	6.45	1.61	1.61	0.00	1.61	0.00	0.00	0.00	0.00	6.45	3.23	3.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.45	3.23	3.23	0.00	0.00	0.00	3.23	3.23	9.68	0.00	17.74	6.45	0.00	8.06	3.23	0.00	6.45	1.61	3.23	1.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.52	8.06	6.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	40	9	4.50	11.11	77.78	11.11	0.00	0.00	0.00	11.11	0.00	0.00	0.00	11.11	22.22	0.00	11.11	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	11.11	0.00	0.00	0.00	11.11	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	22.22	0.00	0.00	22.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.22	11.11	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	41	68	7.56	20.59	79.41	8.82	7.35	0.00	7.35	1.47	0.00	0.00	0.00	14.71	11.76	1.47	10.29	10.29	0.00	0.00	0.00	0.00	0.00	0.00	8.82	0.00	1.47	0.00	0.00	5.88	1.47	1.47	0.00	0.00	0.00	2.94	0.00	1.47	1.47	0.00	0.00	10.29	0.00	7.35	0.00	2.94	0.00	0.00	10.29	2.94	0.00	5.88	0.00	0.00	5.88	1.47	0.00	0.00	1.47	0.00	1.47	0.00	0.00	0.00	1.47	0.00	0.00	1.47	0.00	0.00	0.00	0.00	0.00	14.71	10.29	1.47	0.00	0.00	2.94	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	42	39	9.75	20.51	71.79	12.82	12.82	0.00	12.82	0.00	0.00	0.00	5.13	10.26	10.26	0.00	7.69	7.69	0.00	0.00	0.00	0.00	0.00	0.00	5.13	0.00	0.00	0.00	0.00	2.56	2.56	0.00	0.00	0.00	0.00	2.56	0.00	0.00	2.56	0.00	0.00	5.13	2.56	7.69	0.00	5.13	0.00	0.00	5.13	0.00	5.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.95	10.26	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	43	1	1.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	44	30	10.00	36.67	70.00	3.33	3.33	0.00	3.33	0.00	0.00	0.00	0.00	13.33	13.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	3.33	0.00	6.67	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.33	3.33	6.67	0.00	6.67	0.00	0.00	10.00	6.67	3.33	3.33	0.00	3.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.33	10.00	3.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	45	1	1.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	46	13	13.00	7.69	61.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.38	0.00	0.00	0.00	7.69	0.00	0.00	15.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.38	7.69	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	47	34	8.50	5.88	64.71	11.76	5.88	0.00	5.88	5.88	2.94	0.00	8.82	2.94	2.94	0.00	5.88	5.88	0.00	0.00	0.00	0.00	0.00	0.00	8.82	2.94	2.94	0.00	0.00	2.94	0.00	0.00	0.00	0.00	0.00	5.88	0.00	5.88	0.00	0.00	0.00	8.82	0.00	8.82	0.00	8.82	0.00	0.00	5.88	5.88	2.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.53	8.82	11.76	0.00	0.00	2.94	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	48	31	10.33	9.68	87.10	19.35	16.13	0.00	16.13	0.00	3.23	3.23	0.00	9.68	6.45	0.00	3.23	0.00	0.00	0.00	3.23	0.00	0.00	3.23	12.90	0.00	3.23	6.45	0.00	3.23	0.00	0.00	0.00	0.00	0.00	3.23	0.00	3.23	0.00	0.00	0.00	3.23	0.00	12.90	0.00	16.13	3.23	0.00	3.23	6.45	3.23	9.68	0.00	6.45	3.23	6.45	6.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19.35	9.68	9.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	49	2	2.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	50.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	50	13	13.00	15.38	84.62	7.69	7.69	0.00	7.69	0.00	0.00	15.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23.08	0.00	15.38	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	15.38	7.69	0.00	0.00	0.00	0.00	7.69	7.69	0.00	0.00	0.00	0.00	0.00	15.38	15.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.38	7.69	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	51	12	6.00	16.67	58.33	0.00	0.00	0.00	0.00	0.00	0.00	16.67	16.67	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	41.67	16.67	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	52	11	5.50	9.09	72.73	0.00	0.00	0.00	0.00	0.00	0.00	27.27	9.09	9.09	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	9.09	0.00	0.00	9.09	0.00	9.09	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36.36	18.18	18.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	53	2	2.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	54	30	30.00	10.00	66.67	13.33	13.33	0.00	13.33	0.00	0.00	0.00	3.33	6.67	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.33	3.33	3.33	3.33	0.00	0.00	3.33	0.00	0.00	0.00	0.00	3.33	0.00	3.33	0.00	0.00	0.00	6.67	0.00	10.00	0.00	20.00	10.00	0.00	10.00	3.33	0.00	6.67	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	3.33	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	55	20	10.00	15.00	90.00	15.00	0.00	0.00	0.00	15.00	0.00	0.00	10.00	5.00	15.00	0.00	5.00	0.00	0.00	0.00	5.00	0.00	0.00	5.00	10.00	0.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.00	5.00	15.00	0.00	10.00	0.00	5.00	5.00	5.00	0.00	15.00	0.00	0.00	5.00	0.00	5.00	0.00	0.00	0.00	0.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	10.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	56	3	3.00	0.00	66.67	33.33	33.33	0.00	33.33	0.00	0.00	0.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	66.67	33.33	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	57	9	4.50	11.11	100.00	11.11	0.00	0.00	0.00	11.11	0.00	11.11	0.00	11.11	0.00	0.00	11.11	11.11	0.00	11.11	0.00	0.00	0.00	0.00	33.33	11.11	0.00	11.11	0.00	11.11	11.11	0.00	0.00	0.00	0.00	11.11	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	33.33	11.11	11.11	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	11.11	11.11	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	58	16	8.00	12.50	87.50	25.00	25.00	0.00	25.00	0.00	0.00	12.50	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	6.25	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	6.25	6.25	0.00	0.00	0.00	6.25	12.50	6.25	0.00	6.25	0.00	6.25	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	12.50	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	59	11	5.50	27.27	72.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.18	0.00	9.09	9.09	9.09	9.09	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	18.18	9.09	0.00	0.00	9.09	0.00	9.09	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	9.09	9.09	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	45.45	18.18	27.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	60	21	10.50	19.05	85.71	14.29	9.52	4.76	14.29	0.00	0.00	0.00	9.52	9.52	9.52	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	4.76	4.76	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	9.52	4.76	4.76	0.00	4.76	0.00	9.52	0.00	9.52	4.76	4.76	4.76	0.00	4.76	0.00	4.76	4.76	0.00	0.00	4.76	4.76	4.76	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19.05	9.52	9.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	61	3	3.00	0.00	66.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	0.00	0.00	0.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	66.67	33.33	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	62	28	14.00	21.43	75.00	17.86	10.71	7.14	17.86	0.00	0.00	0.00	0.00	7.14	0.00	0.00	3.57	3.57	0.00	0.00	0.00	0.00	0.00	0.00	21.43	3.57	7.14	3.57	3.57	3.57	0.00	0.00	0.00	0.00	0.00	10.71	0.00	7.14	3.57	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0.00	14.29	7.14	7.14	3.57	0.00	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21.43	7.14	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	63	98	12.25	19.39	75.51	5.10	3.06	0.00	3.06	0.00	2.04	0.00	0.00	14.29	5.10	5.10	4.08	4.08	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	3.06	0.00	0.00	4.08	1.02	0.00	0.00	0.00	0.00	5.10	1.02	2.04	2.04	0.00	0.00	6.12	8.16	7.14	0.00	4.08	0.00	0.00	13.27	1.02	1.02	8.16	2.04	1.02	6.12	0.00	0.00	0.00	0.00	0.00	3.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.27	8.16	5.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	64	10	5.00	0.00	90.00	10.00	10.00	0.00	10.00	0.00	0.00	0.00	20.00	10.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	10.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	10.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	10.00	10.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	20.00	30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	65	7	7.00	14.29	71.43	14.29	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	14.29	0.00	0.00	0.00	28.57	0.00	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	66	7	7.00	0.00	71.43	14.29	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	14.29	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	14.29	0.00	0.00	0.00	28.57	0.00	0.00	14.29	14.29	0.00	0.00	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	67	3	3.00	0.00	66.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	0.00	0.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	66.67	33.33	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	68	9	9.00	11.11	88.89	22.22	22.22	0.00	22.22	0.00	0.00	0.00	11.11	11.11	11.11	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	22.22	11.11	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	11.11	22.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	69	16	5.33	12.50	81.25	12.50	0.00	0.00	0.00	12.50	0.00	6.25	18.75	6.25	0.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	12.50	0.00	0.00	0.00	12.50	6.25	6.25	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	31.25	12.50	12.50	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	70	2	2.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	50.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	71	1	1.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	72	4	4.00	0.00	75.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	25.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Sitzung 1 03D04K_03M09T_TalkTurns.docx	73	213	21.30	13.62	56.81	6.57	0.94	3.29	4.23	0.47	2.35	0.47	0.00	8.45	7.51	0.94	1.88	1.88	0.00	0.00	0.00	0.00	0.00	0.00	7.98	1.88	0.94	0.94	0.00	0.94	3.29	0.94	0.00	0.00	0.00	8.45	0.94	5.63	0.47	1.41	1.41	7.04	4.23	6.10	0.47	7.98	0.47	0.00	8.45	2.35	0.00	1.41	0.00	0.00	1.41	0.94	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.88	0.00	0.00	0.94	0.00	0.94	0.00	0.00	0.00	15.96	4.23	11.27	0.00	0.00	0.47	0.00	0.00	0.00	0.00	0.00	0.00
